TITLE	MAIN_CONTENT
Linux problem while setting up Codeblocks.	Everything works fine but while initializing  any project gives an error which says: Current compiler 'GNU GCC Compiler for AVR' doesn't have correctly defined debugger.     SquirrelFunction<> call failedAN ERROR HAS OCCURED [the index 'Item' does not exist]CALLSTACK*FUNCTION [GetFuseBytes()] /usr/share/codeblocks/templates/wizard/avr/wizard.script line [325]*FUNCTION [GetGeneratedFile()] /usr/share/codeblocks/templates/wizard/avr/wizard.script line [346]LOCALS[i] 0[fuses] INSTANCE[parts] INSTANCE[part] INSTANCE[this] TABLE[file_index] 1[this] TABLE
About uploading	"In task 0, do we have to upload the video of firebird v robot working?"
Error - timeout during COM port read operation	"     While using AVR Bootloader,we are facing a problem of serial port timeout. we have loaded the hex file and selected the COM port and on pressing program button, an error occurs named as  timeout during COM port read operation.By the way we have tried using all the ports.I came to know from a friend that the last time this issue occured a hex file of the bootloader was given and after uploading that file through ISP STK 500 ,it stated working smoothly.So if someone has the hex file of the bootloader could you please upload it??  Please help ASAP and thanks a bunch.    "
Sensor problem	In firebird sharp sensor is not give reading perfectly It gives 0 or 1024. In between no reading. So we can do?
Team member change	"Sir,      Due to some problem we want to change one of our team member but we cant make out how to do this. Kindly tell what should I do in this situation and how can I do this change.."
Did not receive bot!	We have got the flex printed but we haven't received the bot yet !! What should we do??
feeder_weeder	If I'm done with Task0 completion can I upload d folder ?
Error - timeout during COM port read operation	"While using AVR Bootloader,we are facing a problem of serial port timeout. we have loaded the hex file and selected the COM port and on pressing program button, an error occurs named as  timeout during COM port read operation Please help ASAP"
About Displaying the message	Sir  How to display the message on LCD  FB5 GUI MODE NEX ROBOTICS INDIA
Can't Print Arena!	"We went for the print but the shopkeeper is asking for .CDR file or JPEG, he can't print from PDF. I tried converting to jpeg format but the quality of grid decreases drastically the circles are not quite visible. the print has to be 8X8.2 feet the print of that size from converted jpeg pixelate.. and becomes poor. How u guys got the print ? What to doo ? Sir, can you upload the .CDR of the same ??"
Display message is not same	"We are asked to display the message as ""FB5 GUI MODE NEX ROBOTICS INDIA"" but the message reads as ""FB5 GUI MODE Firebird E-Yantra"". Should we be alarmed regarding this. Or Is this Alright."
we installed testing of gui related software but during instructions of com port connect it is not w	eYRC2017Track3_j9l08fdsn5vm.jpg
Firebird not received	We haven't received the firebird till now the authority are saying that they haven't received firebird from eyantra 
e-Yantra robot test error	avr bootloader showing com port but not showing in eYantra robot test    
firebird is beeping continuosly	how to fix the continuous beeping of firebird even it is on charging
Can anyone tell whats the procedure to get the bot	 
Document verification	" I had uploaded a folder of all documents except the NOC before a reply from the helpdesk to a request by me, as I was unable to submit the NOC by 31st October 2017 (the previous deadline for document uploading). Now, according to the latest update from the helpdesk, we have extension till afternoon of 3rd November 2017, but my previous uploaded folder of all documents except the NOC got accepted by e-yantra and the field for uploading documents is not available. Thus, I am not able to upload the folder of all documents including the NOC. Will this cause any problems? I have written this as a mail to the helpdesk but haven't received a response."
